ID,Oras,Judet,Tip Artera,Nume Artera,Numar,Suprafata,Suprafata2,An,Finisaje,Latitudine,Longitudine,"Pret","Preț unitar
(€/m²)"
2444,Grosii Tiblesului,Maramures,,,,90,4000,<1990,standard,47.45304719,23.86212717,47000,522.22
2445,Targu Lapus,Maramures,,,,138,2000,<1990,inferior,47.45333984,23.86213307,29000,210.14
2446,Grosii Tiblesului,Maramures,,,,138,2000,<1990,inferior,47.45333984,23.86213307,29000,210.14
2447,Grosii Tiblesului,Maramures,,,,90,3000,<1990,inferior,47.45347764,23.90644308,25000,277.78
2448,Targu Lapus,Maramures,,,,116.15,1500,<1990,inferior,47.48547487,23.88038891,33000,284.12
2449,Grosii Tiblesului,Maramures,,,,116.15,1500,<1990,inferior,47.48547487,23.88038891,33000,284.12
2450,Targu Lapus,Maramures,,,,130,150,<1990,inferior,47.49302733,23.903284,17500,134.62
2451,Grosii Tiblesului,Maramures,,,,130,150,<1990,inferior,47.49302733,23.903284,17500,134.62
2452,Satulung,Maramures,,,,125,1000,>2000,standard,47.56782515,23.42340945,68000,544
2453,Somcuta Mare,Maramures,,,,120,1300,>2000,inferior,47.56846045,23.42355994,49000,408.33
2454,Somcuta Mare,Maramures,,,,115,1000,2006,standard,47.57908983,23.56149233,62000,539.13
2455,Somcuta Mare,Maramures,,,,350,7500,>2000,superior,47.58097854,23.56402908,235000,671.43
2456,Sacalaseni,Maramures,,,,299,1600,>2000,standard,47.58098405,23.56447217,90000,301
2457,Sacalaseni,Maramures,,,,256,1200,>2000,inferior,47.58144722,23.56515882,65900,257.42
2458,Somcuta Mare,Maramures,,,,172.5,882,2008,standard,47.61489332,23.47218279,83500,484.06
2459,Satulung,Maramures,,,,150,882,2008,standard,47.61567924,23.47216471,83500,556.67
2460,Sacalaseni,Maramures,,,,184,620,>2000,superior,47.61587053,23.57034452,117000,635.87
2461,Sacalaseni,Maramures,,,,172.5,500,>2000,superior,47.6239259,23.52653501,89900,521.16
2462,Baia Mare,Maramures,,,,143.75,700,2010,superior,47.63924129,23.60077322,109000,758.26
2463,Baia Mare,Maramures,,,,220,500,2010,superior,47.64029312,23.59516962,156000,709.09
2464,Satulung,Maramures,,,,200,1000,>2000,standard,47.6422463,23.49705218,105000,525
2465,Baia Mare,Maramures,,,,150,6500,2010,superior,47.6438186,23.5857743,95000,633.33
2466,Baia Mare,Maramures,Strada,Mihai Eminescu,,259,1000,2010,standard,47.64727493,23.59001618,135000,521.24
2467,Baia Mare,Maramures,,,,115,10,2018,standard,47.65042096,23.58221152,68000,591.3
2468,Baia Mare,Maramures,,,,310.5,700,>2000,superior,47.66153967,23.55375946,185000,595.81
2469,Baia Mare,Maramures,,,,172.5,500,<2000,superior,47.66165167,23.56704833,135000,782.61
2470,Baia Mare,Maramures,,,,300,390,1980,standard,47.66180469,23.56825114,136000,453.33
2471,Baia Mare,Maramures,,Victor Babes,,294,208,1987,standard,47.66192713,23.54919511,125000,425.17
2472,Baia Mare,Maramures,,,,402.5,600,2000,superior,47.66199754,23.55414852,210000,521.74
2473,Cicarlau,Maramures,,,,161,416,2009,superior,47.66500539,23.45718567,88000,546.58
2474,Cicarlau,Maramures,,,,250,1000,1995,standard,47.66535354,23.45715731,110000,440
2475,Baia Mare,Maramures,,,,253,300,2016,superior,47.66570166,23.59478652,146000,577.08
2476,Baia Mare,Maramures,,Topitorilor,,945,1825,>2000,superior,47.67025623,23.61241924,420000,444.44
2477,Baia Mare,Maramures,,,,253,500,>2000,standard,47.67872206,23.62156833,95000,375.49
2478,Baia Mare,Maramures,,,,175,400,2018,superior,47.67886817,23.62115133,119900,685.14
2479,Baia Mare,Maramures,,Ferneziu,,90,400,<1990,standard,47.68206343,23.62399586,50000,555.56
2480,Cicarlau,Maramures,,,,172.5,4700,>2000,superior,47.69107468,23.40075012,87000,504.35
2481,Cicarlau,Maramures,,,,137,900,1990,standard,47.69199907,23.40006347,53000,386.86
2482,Cicarlau,Maramures,,,,195.5,4700,1985,standard,47.69211462,23.40109344,87000,445.01
2483,Baia Mare,Maramures,,,,594,720,2006,inferior,47.69227997,23.6240457,105000,176.77
2484,Cicarlau,Maramures,,,,157.55,900,>2000,standard,47.69269235,23.40075012,53000,336.4
2485,Baia Mare,Maramures,Strada,Barajului,142,272.55,500,<1990,inferior,47.69676863,23.62869666,44500,163.27
2486,Baia Mare,Maramures,,Padurarilor,61,114,289,<1990,standard,47.70375172,23.62654785,42000,368.42
2487,Baia Mare,Maramures,,,,350,607,<2000,inferior,47.71317265,23.61885503,63700,182
2488,Seini,Maramures,,,,115,800,>2000,superior,47.74722553,23.28543599,35000,304.35
2489,Seini,Maramures,,,,240,250,>2000,inferior,47.74725941,23.28507185,53400,222.5
2490,Seini,Maramures,,,,120,1800,<2000,standard,47.74749026,23.28558684,48000,400
2491,Seini,Maramures,,,,97.75,250,<2000,standard,47.74754797,23.28550101,40000,409.21
2492,Seini,Maramures,,,,230,1200,<200,inferior,47.74789425,23.28532934,30000,130.43
2493,Seini,Maramures,Strada,Tineretului,41,360,1400,1997,inferior,47.75299153,23.28523556,45400,126.11
2494,Seini,Maramures,,,,90,10680,<2000,standard,47.76053165,23.29271078,36500,405.56
2495,Seini,Maramures,Strada,Viilor,,115,2300,<2000,standard,47.76765832,23.29309654,28000,243.48
2496,Barsana,Maramures,,,,80,1500,<1990,standard,47.77752729,23.94552931,28000,350
2497,Calinesti,Maramures,,,,80,1500,<1990,standard,47.778725,23.94087726,28000,350
2498,Vadu Izei,Maramures,,,,60,1700,<1990,inferior,47.82034664,23.93018161,27000,450
2499,Calinesti,Maramures,,,,60,1700,<1990,inferior,47.82034664,23.93018161,27000,450
2500,Barsana,Maramures,,,,60,1700,<1990,inferior,47.82034664,23.93018161,27000,450
2501,Vadu Izei,Maramures,,,,163.3,795,<1990,inferior,47.82767824,24.20978111,36750,225.05
2502,Barsana,Maramures,,,,163.3,795,<1990,inferior,47.82767824,24.20978111,36750,225.05
2503,Calinesti,Maramures,,,,163.3,795,<1990,inferior,47.82767824,24.20978111,36750,225.05
2504,Vadu Izei,Maramures,,,,115,669,<1990,inferior,47.94721355,23.96017197,28700,249.57
2505,Barsana,Maramures,,,,115,669,<1990,inferior,47.94721355,23.96017197,28700,249.57
2506,Calinesti,Maramures,,,,115,669,<1990,inferior,47.94721355,23.96017197,28700,249.57
2507,Drobeta Turnu Severin,Mehedinti,,,,120,450,<1990,standard,44.62570959,22.64368594,89000,741.67
2508,Drobeta Turnu Severin,Mehedinti,,,,98,200,<1990,standard,44.62662588,22.64368594,71000,724.49
2509,Drobeta Turnu Severin,Mehedinti,,,,391,340,<2000,inferior,44.62837772,22.65191812,161000,411.76
2510,Drobeta Turnu Severin,Mehedinti,Strada,Calomfirescu,12,90,250,<1990,inferior,44.62927361,22.64236457,60000,666.67
2511,Drobeta Turnu Severin,Mehedinti,,,,126.5,1160,>2000,superior,44.62937849,22.612921,100000,790.51
2512,Drobeta Turnu Severin,Mehedinti,,,,92,500,<2000,standard,44.629619,22.65250504,50000,543.48
2513,Drobeta Turnu Severin,Mehedinti,,,,90,500,>2000,standard,44.62961931,22.61293469,38000,422.22
2514,Drobeta Turnu Severin,Mehedinti,,,,390,300,2010,inferior,44.62991678,22.64710441,145000,371.79
2515,Drobeta Turnu Severin,Mehedinti,Strada,Calomfirescu,88,87.4,169,<2000,standard,44.63020085,22.64919672,59000,675.06
2516,Drobeta Turnu Severin,Mehedinti,Strada,Vodita,3,270,400,>2000,standard,44.63061285,22.61082787,85000,314.81
2517,Drobeta Turnu Severin,Mehedinti,Strada,Cicero,77,179.4,273,>2000,standard,44.63616831,22.64483004,85000,473.8
2518,Drobeta Turnu Severin,Mehedinti,Strada,Cicero,,240,500,>2000,standard,44.63935293,22.64366451,155000,645.83
2519,Orsova,Mehedinti,,,,184,1042,<2000,standard,44.72614062,22.39511485,52000,282.61
2520,Orsova,Mehedinti,,,,252,260,1979,inferior,44.72711631,22.39820476,78000,309.52
2521,Orsova,Mehedinti,,,,140,341,<2000,inferior,44.72809198,22.39648814,59000,421.43
2522,Brosteni,Mehedinti,,,,228,1400,>2000,standard,44.75985316,22.98079133,100000,438.6
2523,Brosteni,Mehedinti,,,,287.5,3500,>2000,standard,44.76606925,22.94336915,80000,278.26
2524,Brosteni,Mehedinti,,,,345,1300,>2000,standard,44.80386143,22.9785256,70000,202.9
2525,Brosteni,Mehedinti,,,,276,600,>2000,inferior,44.80390319,22.96998107,75000,271.74
2526,Apold,Mures,,,,100,900,<1990,standard,46.04305045,24.8517944,15000,150
2527,Sighisoara,Mures,,,,414,12000,2013,standard,46.18928486,24.80499722,190000,458.94
2528,Sighisoara,Mures,,,,414,12000,2013,standard,46.18928486,24.80499722,190000,458.94
2529,Sighisoara,Mures,Strada,Romana,59,252,1000,2000,standard,46.20893114,24.78188665,110000,436.51
2530,Sighisoara,Mures,Strada,Romana,59,252,1000,2000,standard,46.20893114,24.78188665,110000,436.51
2531,Sighisoara,Mures,Strada,Ilarie Chendi,157,103.5,205,1980,inferior,46.21519152,24.78271097,55000,531.4
2532,Sighisoara,Mures,,,,200,800,2018,superior,46.21562909,24.78903338,128000,640
2533,Sighisoara,Mures,,,,200,800,2018,superior,46.21562909,24.78903338,128000,640
2534,Sighisoara,Mures,Strada,Ilarie Chendi,73,150,124,<2000,inferior,46.21589622,24.78440863,80000,533.33
2535,Sighisoara,Mures,Strada,hermann oberth,,511.75,200,<2000,standard,46.217651,24.79329026,250000,488.52
2536,Sighisoara,Mures,,,,460,20000,<1990,inferior,46.22045434,24.79946181,250000,543.48
2537,Danes,Mures,,,,130,1800,1960,standard,46.22154338,24.7021044,41000,315.38
2538,Danes,Mures,,,,200,1200,<2000,superior,46.22201439,24.70150896,95000,475
2539,Danes,Mures,,,,120,1334,<2000,standard,46.22202923,24.70155188,49000,408.33
2540,Sighisoara,Mures,,,,192,300,<1990,standard,46.22282424,24.79455452,110000,572.92
2541,Sighisoara,Mures,,,,252,1000,>2000,standard,46.22282959,24.79432467,120000,476.19
2542,Sighisoara,Mures,,,,120,250,1970,inferior,46.224212,24.78541923,70000,583.33
2543,Sighisoara,Mures,Strada,Mihai Viteazu,31,80,680,<2000,inferior,46.22748994,24.8123737,52000,650
2544,Sighisoara,Mures,,,,130,719,<1990,inferior,46.227906,24.81316231,45000,346.15
2545,Sighisoara,Mures,,,,230,405,>2000,standard,46.2292197,24.83455676,115000,500
2546,Apold,Mures,,,,150,700,<2000,inferior,46.2327615,24.6921222,35000,233.33
2547,Albesti,Mures,,,,353,1000,1978,inferior,46.23285657,24.84876431,110000,311.61
2548,Albesti,Mures,,,,120,443,1984,superior,46.23303819,24.8486709,70000,583.33
2549,Albesti,Mures,Strada,Nationala,8,117.3,500,1945,superior,46.2342114,24.83292494,76000,647.91
2550,Sighisoara,Mures,Strada,Magnoliei,,120,450,2019,standard,46.23604399,24.82237712,85000,708.33
2551,Adamus,Mures,,,,138,1000,1968,inferior,46.29209846,24.20980157,30000,217.39
2552,Adamus,Mures,,,,92,3000,<1990,inferior,46.29696619,24.19294593,20000,217.39
2553,Adamus,Mures,,,,82.8,2407,1975,standard,46.30540128,24.41244085,15000,181.16
2554,Apold,Mures,,,,130,1400,<1990,standard,46.32058656,24.73185348,40000,307.69
2555,Bahnea,Mures,,,,80,1400,<2000,inferior,46.33352019,24.35858674,26000,325
2556,Bahnea,Mures,,,,100,750,<2000,inferior,46.33368781,24.3593298,25000,250
2557,Bahnea,Mures,,,,80,1400,<2000,standard,46.37551925,24.45775523,12000,150
2558,Adamus,Mures,,,,115,2700,1980,inferior,46.38547797,24.5328927,25000,217.39
2559,Bahnea,Mures,,,,140,1000,<2000,inferior,46.39219712,24.58536957,23000,164.29
2560,Bahnea,Mures,,,,100,1500,<2000,inferior,46.39728513,24.52117616,16000,160
2561,Acatari,Mures,,,,200,800,1970,standard,46.40751075,24.70117027,46000,230
2562,Cristesti,Mures,,,,200,800,1970,standard,46.40751075,24.70117027,46000,230
2563,Ernei,Mures,,,,200,800,1970,standard,46.40751075,24.70117027,46000,230
2564,Sangeorgiu de Padure,Mures,,,,200,800,1970,standard,46.40751075,24.70117027,46000,230
2565,Sovata,Mures,,,,200,800,1970,standard,46.40751075,24.70117027,46000,230
2566,Acatari,Mures,,,,250,1400,1999,standard,46.42058197,24.76389234,95000,380
2567,Cristesti,Mures,,,,250,1400,1999,standard,46.42058197,24.76389234,95000,380
2568,Ernei,Mures,,,,250,1400,1999,standard,46.42058197,24.76389234,95000,380
2569,Sangeorgiu de Padure,Mures,,,,250,1400,1999,standard,46.42058197,24.76389234,95000,380
2570,Sovata,Mures,,,,250,1400,1999,standard,46.42058197,24.76389234,95000,380
2571,Sangeorgiu de Padure,Mures,,,,125,920,<2000,inferior,46.43143141,24.80383525,33000,264
2572,Sovata,Mures,,,,125,920,<2000,inferior,46.43143141,24.80383525,33000,264
2573,Sangeorgiu de Padure,Mures,,,,80,500,<1990,inferior,46.43178635,24.80400691,15000,187.5
2574,Sovata,Mures,,,,80,500,<1990,inferior,46.43178635,24.80400691,15000,187.5
2575,Bogata,Mures,,,,80,1115,<2000,standard,46.44508041,24.28048181,27000,337.5
2576,Iernut,Mures,Strada,Petru Maior,8,170,1439,<1990,inferior,46.44519836,24.22769658,67000,394.12
2577,Cristesti,Mures,,,,125,1440,<2000,standard,46.44648871,24.32261188,60000,480
2578,Ungheni,Mures,,,,125,1440,<2000,standard,46.44648871,24.32261188,60000,480
2579,Iernut,Mures,Strada,Mihai Eminescu,11,130,700,<1990,inferior,46.44962766,24.22529194,57000,438.46
2580,Iernut,Mures,,,,121,907,<1990,inferior,46.44991469,24.22886602,55000,454.55
2581,Bogata,Mures,,,,86,1840,<2000,inferior,46.45334295,24.12085485,23404,272.14
2582,Bogata,Mures,,,,120,1500,<2000,standard,46.45357023,24.11957061,18000,150
2583,Acatari,Mures,,,,75,1500,<2000,inferior,46.45362514,24.35228391,19500,260
2584,Cristesti,Mures,,,,75,1500,<2000,inferior,46.45362514,24.35228391,19500,260
2585,Craciunesti,Mures,,,,110,500,>2000,standard,46.45651269,24.58531023,65000,590.91
2586,Cuci,Mures,,,,92,2700,>2000,standard,46.46379337,24.41858869,51000,554.35
2587,Bogata,Mures,,,,195,1700,<2000,inferior,46.47313494,24.37810532,48000,246.15
2588,Mihesu De Campie,Mures,,,,70,1278,2010,standard,46.47362364,24.22311046,35200,502.86
2589,Sarmasu,Mures,,,,70,1278,2010,standard,46.47362364,24.22311046,35200,502.86
2590,Atintis,Mures,,,,62.39,1278,2010,standard,46.47538534,24.22857732,35200,564.19
2591,Craciunesti,Mures,,,,100,400,>2000,superior,46.47731769,24.56573561,52000,520
2592,Magherani,Mures,,,,80,4000,<1990,inferior,46.47735516,24.83050682,29000,362.5
2593,Miercurea Nirajului,Mures,,,,80,4000,<2000,inferior,46.47826229,24.83177305,29000,362.5
2594,Galesti,Mures,,,,80,4000,<2000,inferior,46.4787584,24.83222788,29000,362.5
2595,Ungheni,Mures,,,,110,500,<2000,inferior,46.48431804,24.46128117,56000,509.09
2596,Magherani,Mures,,,,80,1800,<1990,inferior,46.48596999,24.7687796,20500,256.25
2597,Galesti,Mures,,,,180,1000,<2000,inferior,46.49183111,24.6970815,40000,222.22
2598,Ungheni,Mures,,,,100,900,<2000,inferior,46.50204485,24.49303853,48000,480
2599,Ungheni,Mures,,,,75,800,<2000,standard,46.50260082,24.49319842,39000,520
2600,Cristesti,Mures,,,,299,540,1995,standard,46.50260163,24.49284844,135000,451.51
2601,Ungheni,Mures,,,,299,540,1995,standard,46.50260163,24.49284844,135000,451.51
2602,Sangeorgiu De Mures,Mures,,,,130,2500,1970,inferior,46.5026423,24.49329979,75000,576.92
2603,Sangeorgiu De Mures,Mures,,,,100,600,1960,inferior,46.50276212,24.49157164,53000,530
2604,Cristesti,Mures,,,,207,800,>2000,standard,46.50279297,24.49171721,126000,608.7
2605,Sangeorgiu de Mures,Mures,,,,207,800,>2000,standard,46.50279297,24.49171721,126000,608.7
2606,Grebenisu De Campie,Mures,,,,207,800,>2000,standard,46.50279297,24.49171721,126000,608.7
2607,Cristesti,Mures,,,,267,2300,2012,standard,46.50314744,24.49240385,135000,505.62
2608,Sangeorgiu de Mures,Mures,,,,267,2300,2012,standard,46.50314744,24.49240385,135000,505.62
2609,Grebenisu De Campie,Mures,,,,267,2300,2012,standard,46.50314744,24.49240385,135000,505.62
2610,Cuci,Mures,,,,266.8,2300,2012,standard,46.50351267,24.49266489,135000,506
2611,Cuci,Mures,,,,276,1650,>2000,standard,46.50392033,24.4931055,124000,449.28
2612,Panet,Mures,,,,146,2350,1992,inferior,46.50884837,24.58625963,28000,191.78
2613,Sancraiu De Mures,Mures,,,,146,2350,1992,inferior,46.50884837,24.58625963,28000,191.78
2614,Santana De Mures,Mures,,,,146,2350,1992,inferior,46.50884837,24.58625963,28000,191.78
2615,Magherani,Mures,,,,60,1080,<1990,inferior,46.51942197,24.71500049,20000,333.33
2616,Galesti,Mures,,,,60,1080,<2000,inferior,46.51954854,24.71458691,20000,333.33
2617,Miercurea Nirajului,Mures,,,,60,1080,<2000,inferior,46.52009294,24.71607328,20000,333.33
2618,Craciunesti,Mures,,,,140,500,2019,inferior,46.52034399,24.61876138,72000,514.29
2619,Targu Mures,Mures,,,,220,850,2000,standard,46.52092802,24.5321086,120000,545.45
2620,Targu Mures,Mures,,,,320,531,>2000,standard,46.52163672,24.5321086,215000,671.88
2621,Targu Mures,Mures,,Viile Dealului Mic,,420,700,2010,standard,46.52328241,24.56795199,200000,476.19
2622,Atintis,Mures,,,,180,680,2013,standard,46.52804794,24.4942898,88500,491.67
2623,Cuci,Mures,,,,193.2,668,2010,standard,46.52847226,24.49305778,109000,564.18
2624,Atintis,Mures,,,,193.2,668,2010,standard,46.52847226,24.49305778,109000,564.18
2625,Atintis,Mures,,,,195.5,600,2015,standard,46.52875315,24.49397981,115000,588.24
2626,Atintis,Mures,,,,253,661,2008,standard,46.52921686,24.49274148,139000,549.41
2627,Cuci,Mures,,,,253,661,2008,standard,46.52921686,24.49274148,139000,549.41
2628,Mihesu De Campie,Mures,,,,253,661,2008,standard,46.52925023,24.49209753,139000,549.41
2629,Sarmasu,Mures,,,,253,661,2008,standard,46.52925023,24.49209753,139000,549.41
2630,Mihesu De Campie,Mures,,,,195.5,600,2015,standard,46.52933916,24.49141445,115000,588.24
2631,Sarmasu,Mures,,,,195.5,600,2015,standard,46.52933916,24.49141445,115000,588.24
2632,Mihesu De Campie,Mures,,,,328.9,1180,2016,standard,46.52980955,24.49287331,173900,528.73
2633,Sarmasu,Mures,,,,328.9,1180,2016,standard,46.52980955,24.49287331,173900,528.73
2634,Mihesu De Campie,Mures,,,,180,680,2013,standard,46.52996674,24.49242506,88500,491.67
2635,Sarmasu,Mures,,,,180,680,2013,standard,46.52996674,24.49242506,88500,491.67
2636,Miercurea Nirajului,Mures,,,,112,450,<2000,inferior,46.5314313,24.80482221,33000,294.64
2637,Miercurea Nirajului,Mures,,,,105,500,<2000,inferior,46.53178559,24.80499387,26500,252.38
2638,Magherani,Mures,,,,112,450,<1990,inferior,46.53199903,24.80468654,33000,294.64
2639,Miercurea Nirajului,Mures,,,,200,1100,<2000,standard,46.53261224,24.80516553,49500,247.5
2640,Targu Mures,Mures,,Szechenyi Istvan,,225,533,>2000,superior,46.53326368,24.55450051,235000,1044.44
2641,Targu Mures,Mures,Strada,Tudor Vladimirescu,,110,299,<1990,standard,46.53588653,24.56580871,138000,1254.55
2642,Targu Mures,Mures,,,,307,300,<1990,standard,46.53605617,24.58031582,195000,635.18
2643,Targu Mures,Mures,,,,93,266,<1990,standard,46.53614473,24.5644586,75850,815.59
2644,Targu Mures,Mures,,,,450,1300,2012,standard,46.53678611,24.59949134,227000,504.44
2645,Targu Mures,Mures,,,,160,350,2013,superior,46.53723988,24.59317751,175000,1093.75
2646,Targu Mures,Mures,,,,173,350,2013,superior,46.53724497,24.59223779,175000,1011.56
2647,Targu Mures,Mures,,,,287.5,700,2005,standard,46.53780137,24.54888606,208000,723.48
2648,Targu Mures,Mures,Strada,Libertatii,,160,290,1975,superior,46.53988327,24.54514074,155000,968.75
2649,Targu Mures,Mures,,,,280,1155,<1990,standard,46.54069074,24.5735846,290000,1035.71
2650,Targu Mures,Mures,,Furtunei,,133.4,273,<1990,standard,46.5407187,24.54832805,110000,824.59
2651,Targu Mures,Mures,,,,190,218,<1990,standard,46.54168128,24.56283867,155000,815.79
2652,Targu Mures,Mures,,,,587,1800,1998,standard,46.54184358,24.57620741,255000,434.41
2653,Targu Mures,Mures,,,,140,50,2012,superior,46.54194694,24.55502808,125000,892.86
2654,Targu Mures,Mures,,,,650,1900,2010,inferior,46.54195967,24.57612623,325000,500
2655,Targu Mures,Mures,,,,345,500,<2000,standard,46.54258337,24.57840908,255000,739.13
2656,Targu Mures,Mures,,,,200,385,1960,standard,46.54259842,24.56304789,215000,1075
2657,Targu Mures,Mures,,,,350,600,2012,superior,46.5429298,24.57797435,350000,1000
2658,Targu Mures,Mures,,,,650,750,<1990,superior,46.54322198,24.54660058,300000,461.54
2659,Targu Mures,Mures,,,,65,126,1965,standard,46.54332529,24.54660058,44000,676.92
2660,Targu Mures,Mures,,Primaverii,,138,600,<1990,standard,46.54416882,24.54989739,139500,1010.87
2661,Targu Mures,Mures,,,,140,50,2014,superior,46.54646695,24.56872664,120000,857.14
2662,Livezeni,Mures,,,,285.2,12000,2007,standard,46.5466873,24.63027196,195000,683.73
2663,Livezeni,Mures,,,,290,600,>2000,standard,46.54695862,24.62769866,145000,500
2664,Targu Mures,Mures,,,,220,500,1977,standard,46.5473801,24.55961466,200000,909.09
2665,Livezeni,Mures,,,,190,1000,>2000,standard,46.54808483,24.62915594,98000,515.79
2666,Targu Mures,Mures,,,,506,295,1994,standard,46.54811589,24.56652939,260000,513.83
2667,Livezeni,Mures,,,,400,900,2009,standard,46.54822268,24.63064609,239000,597.5
2668,Targu Mures,Mures,,,,110,285,<1990,standard,46.5482329,24.55862761,128500,1168.18
2669,Livezeni,Mures,,,,275,750,>2000,standard,46.54851665,24.62731014,175000,636.36
2670,Targu Mures,Mures,,,,84,107,2010,standard,46.5485291,24.55631554,60000,714.29
2671,Targu Mures,Mures,,,,69,100,1950,inferior,46.54862911,24.55469998,41000,594.2
2672,Targu Mures,Mures,,,,69,100,1950,inferior,46.54862911,24.55469998,41000,594.2
2673,Targu Mures,Mures,,,,69,100,1950,inferior,46.54862911,24.55469998,41000,594.2
