ID,Oras,Judet,Tip Artera,Nume Artera,Numar,Suprafata,Suprafata2,An,Finisaje,Latitudine,Longitudine,"Pret","Preț unitar
(€/m²)"
2166,Bradesti,Harghita,,,,360,500,>2000,standard,46.3138639,25.29886981,200000,555.56
2167,Simonesti,Harghita,,,,144.9,810,>2000,inferior,46.31433615,25.02005669,55000,379.57
2168,Dealu,Harghita,,,,414,500,>2000,standard,46.31467924,25.30007808,200000,483.09
2169,Simonesti,Harghita,,,,414,1000,>2000,standard,46.31496121,25.30152288,200000,483.09
2170,Odorheiu Secuiesc,Harghita,Strada,Orban Balazs,136,173.65,525,<190,inferior,46.31517288,25.28498486,41600,239.56
2171,Mugeni,Harghita,,Beclean,192,200,106,1987,inferior,46.31625254,25.30994385,29000,145
2172,Odorheiu Secuiesc,Harghita,,,,108,442,<1990,inferior,46.32128693,25.31776767,29000,268.52
2173,Lupeni,Harghita,,Beclean,192,200,106,1987,inferior,46.32176488,25.31858036,29000,145
2174,Odorheiu Secuiesc,Harghita,Strada,Beclean,192,200,106,<2000,inferior,46.32180193,25.31866083,29000,145
2175,Odorheiu Secuiesc,Harghita,Strada,Salcamilor,,360,1000,>2000,standard,46.32504674,25.32262014,200000,555.56
2176,Leliceni,Harghita,,,,218.5,1200,2014,standard,46.33565552,25.85685284,149000,681.92
2177,Odorheiu Secuiesc,Harghita,,,,339,2285,2007,standard,46.33929022,25.38018216,154000,454.28
2178,Bradesti,Harghita,,,,339,2285,2008,superior,46.33943965,25.37996422,154000,454.28
2179,Lunca De Sus,Harghita,,,,103.5,300,2009,standard,46.3395845,25.37992274,44900,433.82
2180,Feliceni,Harghita,,,,596.85,3000,2017,standard,46.3398333,25.38008955,172000,288.18
2181,Feliceni,Harghita,,,,339,2285,2008,standard,46.34297121,25.42708602,154000,454.28
2182,Ciceu,Harghita,,Szecseny,,253,1200,2009,superior,46.34310644,25.76546749,110000,434.78
2183,Miercurea Ciuc,Harghita,,,,253,1200,2009,superior,46.34490374,25.77112023,110000,434.78
2184,Miercurea Ciuc,Harghita,,Szecseny,,195.5,900,2009,standard,46.34491759,25.77145956,80000,409.21
2185,Miercurea Ciuc,Harghita,,,,90,1005,<2000,superior,46.3451731,25.80459404,92000,1022.22
2186,Miercurea Ciuc,Harghita,,,,172.57,946,>2000,standard,46.34521995,25.77105488,84000,486.76
2187,Leliceni,Harghita,,,,391,2500,>2000,standard,46.3524227,25.81315281,235000,601.02
2188,Miercurea Ciuc,Harghita,Strada,Petofi Sandor,51,200,300,<1990,superior,46.35705069,25.80406117,175000,875
2189,Simonesti,Harghita,,,,90,2800,<1990,inferior,46.35711729,25.21895534,18700,207.78
2190,Lupeni,Harghita,,,,90,2800,<1990,standard,46.35713839,25.21912602,18700,207.78
2191,Satu Mare,Harghita,,,,90,1500,<1990,standard,46.3575342,25.54172734,42500,472.22
2192,Leliceni,Harghita,,,,150,453,<1990,inferior,46.36384196,25.79141821,21300,142
2193,Miercurea Ciuc,Harghita,,,,136,453,<2000,inferior,46.36406913,25.79115498,23400,172.06
2194,Miercurea Ciuc,Harghita,,,,136,453,<1990,inferior,46.3641217,25.79125838,21300,156.62
2195,Ciceu,Harghita,,,,126.5,453,<2000,inferior,46.36421945,25.79103152,21300,168.38
2196,Odorheiu Secuiesc,Harghita,,,,220,1200,2009,standard,46.36911277,25.79818172,118000,536.36
2197,Odorheiu Secuiesc,Harghita,,,,340,2500,>2000,standard,46.36944683,25.79808817,235000,691.18
2198,Miercurea Ciuc,Harghita,,Subpadure,,172.5,1750,1998,superior,46.37144346,25.74625077,89000,515.94
2199,Frumoasa,Harghita,,,,287.5,893,1989,standard,46.37376316,25.81446851,140000,486.96
2200,Miercurea Ciuc,Harghita,,,,287.5,893,1989,standard,46.3738286,25.81492598,140000,486.96
2201,Miercurea Ciuc,Harghita,,,,287.5,893,1989,standard,46.37408469,25.81563989,140000,486.96
2202,Pauleni Ciuc,Harghita,,,,244.95,969,>2000,superior,46.37447699,25.81595991,175000,714.43
2203,Miercurea Ciuc,Harghita,,,,391,2500,>2000,superior,46.37523871,25.81872701,235000,601.02
2204,Ciceu,Harghita,,,,244.95,969,2006,superior,46.37524525,25.81927598,175000,714.43
2205,Miercurea Ciuc,Harghita,,,,244.95,969,2006,superior,46.3752557,25.8176084,175000,714.43
2206,Miercurea Ciuc,Harghita,,,,244.95,969,2006,superior,46.37534942,25.81883538,175000,714.43
2207,Miercurea Ciuc,Harghita,Strada,Szeked,6,172.5,333,>2000,standard,46.37584344,25.8232366,76666,444.44
2208,Miercurea Ciuc,Harghita,Strada,Szeked,6,172.5,333,>2000,inferior,46.37624315,25.8226787,76666,444.44
2209,Ciceu,Harghita,,Szeked,,182.5,333,>2000,standard,46.37660279,25.82204952,76666,420.09
2210,Miercurea Ciuc,Harghita,,Izvorului,,90,650,<1990,standard,46.37804435,25.79959896,45000,500
2211,Miercurea Ciuc,Harghita,Strada,Izvorului,,90,650,<2000,inferior,46.37806167,25.79925032,45000,500
2212,Miercurea Ciuc,Harghita,,Izvorului,,90,650,<1990,inferior,46.37807473,25.79810483,45000,500
2213,Pauleni Ciuc,Harghita,,,,230,1100,2011,superior,46.37958943,25.74681486,148000,643.48
2214,Leliceni,Harghita,,,,230,1100,2011,standard,46.37984473,25.743928,148000,643.48
2215,Bradesti,Harghita,,,,70,1000,<2000,inferior,46.39793478,25.14293105,23000,328.57
2216,Feliceni,Harghita,,,,70,1000,1970,inferior,46.39799787,25.14285224,20000,285.71
2217,Simonesti,Harghita,,,,80.5,1000,1964,standard,46.39834557,25.14300581,18000,223.6
2218,Lupeni,Harghita,,,,80.5,1000,1964,standard,46.39858229,25.14245881,18000,223.6
2219,Feliceni,Harghita,,,,161,750,<1990,inferior,46.40438658,24.9226563,38000,236.02
2220,Carta,Harghita,,,,97,3300,2006,inferior,46.43918247,25.84068109,40000,412.37
2221,Pauleni Ciuc,Harghita,,,,97,3300,>2000,inferior,46.45454476,25.85086344,40000,412.37
2222,Bradesti,Harghita,,,,112,2844,1938,inferior,46.45464615,25.85497671,27000,241.07
2223,Danesti,Harghita,,,,60,1600,<1990,standard,46.49253189,25.74680395,21500,358.33
2224,Frumoasa,Harghita,,,,60,1600,<2000,standard,46.49278214,25.74559998,21000,350
2225,Leliceni,Harghita,,,,90,1600,<2000,standard,46.49314876,25.74604324,21500,238.89
2226,Ciceu,Harghita,,,,60,1600,<1990,standard,46.49330331,25.74731427,21500,358.33
2227,Danesti,Harghita,,,,57.5,20000,<1990,inferior,46.52511919,25.86178078,25000,434.78
2228,Sandominic,Harghita,,,,57.5,20000,<2000,standard,46.52532772,25.86288935,25000,434.78
2229,Frumoasa,Harghita,,,,57.5,20000,<2000,standard,46.52586812,25.86117811,25000,434.78
2230,Carta,Harghita,,,,345,500,>2000,standard,46.54298276,25.76445661,250000,724.64
2231,Pauleni Ciuc,Harghita,,,,345,1000,>2000,superior,46.54330412,25.76413041,250000,724.64
2232,Feliceni,Harghita,,,,345,1100,>2000,standard,46.55287583,24.66882284,179000,518.84
2233,Bradesti,Harghita,,,,368,1000,1994,standard,46.55470512,25.12669021,129000,350.54
2234,Dealu,Harghita,,,,402.5,1000,>2000,standard,46.55496834,25.12765904,135000,335.4
2235,Odorheiu Secuiesc,Harghita,,,,375,430,2013,standard,46.55547306,25.13030701,159000,424
2236,Feliceni,Harghita,,,,156.4,360,2001,standard,46.57669297,24.60903223,134900,862.53
2237,Danesti,Harghita,,,,176,250,1995,inferior,46.62240173,25.71665877,41500,235.8
2238,Lunca De Sus,Harghita,,,,147.2,400,2009,standard,46.62475072,25.71390536,60000,407.61
2239,Sandominic,Harghita,,,,192.05,830,<2000,standard,46.62579925,25.71628694,83500,434.78
2240,Carta,Harghita,,,,270,3173,>2000,standard,46.62658051,25.71385299,108500,401.85
2241,Sandominic,Harghita,,,,176,250,1995,standard,46.6275137,25.71560389,41500,235.8
2242,Lunca De Sus,Harghita,,,,216.2,1200,2012,superior,46.71645543,25.58746635,105000,485.66
2243,Gheorgheni,Harghita,Strada,Kossuth Lajos,,80.5,341,1937,inferior,46.71843239,25.59063081,18000,223.6
2244,Gheorgheni,Harghita,Strada,Selyem,29,150,500,<1990,inferior,46.71981473,25.60443088,31000,206.67
2245,Gheorgheni,Harghita,Strada,Rakoczi Ferenc,11,200,1113,1920,inferior,46.72342892,25.6086356,55000,275
2246,Ditrau,Harghita,,,,207,5100,2002,standard,46.79503567,25.44195419,70500,340.58
2247,Ditrau,Harghita,,,,90,2100,>2000,inferior,46.87909336,25.45515895,34000,377.78
2248,Ditrau,Harghita,,,,280,3200,>2000,inferior,46.91286481,25.38015609,100000,357.14
2249,Toplita,Harghita,,Kogalniceanu,,60,300,>2000,standard,46.92336431,25.35747587,35000,583.33
2250,Toplita,Harghita,,,,253,700,2012,inferior,46.92558986,25.35369872,85000,335.97
2251,Leliceni,Harghita,,Izvorului,,90,650,<1990,standard,46.92582433,25.35356998,45000,500
2252,Toplita,Harghita,,,,189.75,250,<2000,standard,46.92594156,25.35365581,72500,382.08
2253,Toplita,Harghita,,,,230,3000,2007,standard,46.93002251,25.36180268,65000,282.61
2254,Toplita,Harghita,Strada,1 Decembrie 1918,65,60,1200,<2000,superior,46.93756488,25.37068703,42000,700
2255,Toplita,Harghita,Strada,Fanatelor,11,81.65,3594,2013,standard,46.93992603,25.32090843,65000,796.08
2256,Toplita,Harghita,Strada,1 Decembrie 1918,95,63,1306,1976,standard,46.94338947,25.37416875,25500,404.76
2257,Aninoasa,Hunedoara,,,,97.75,500,<2000,inferior,45.37686989,23.28809745,14500,148.34
2258,Aninoasa,Hunedoara,,,,149.5,500,>2000,standard,45.37717096,23.28898717,64000,428.09
2259,Aninoasa,Hunedoara,,,,60,500,<1990,inferior,45.37775112,23.28868938,9150,152.5
2260,Aninoasa,Hunedoara,,,,320.61,1520,2007,superior,45.40495849,23.3159066,249000,776.64
2261,Aninoasa,Hunedoara,,,,76,454,<2000,standard,45.40724836,23.31556327,38000,500
2262,Aninoasa,Hunedoara,,,,253,478,<2000,standard,45.41481082,22.21783707,80000,316.21
2263,Aninoasa,Hunedoara,,,,196.65,1117,2019,standard,45.44335448,23.41017899,53000,269.51
2264,Aninoasa,Hunedoara,,,,184,322,2013,superior,45.44648403,23.41935888,92000,500
2265,Aninoasa,Hunedoara,,,,60,6194,<1990,inferior,45.46203138,23.20412166,23000,383.33
2266,Bretea Romana,Hunedoara,,,,46,565,<1990,standard,45.66098216,23.01635752,16000,347.83
2267,Bretea Romana,Hunedoara,,,,80.5,750,<1990,standard,45.67094385,22.97902242,26000,322.98
2268,Pestisu Mic,Hunedoara,,,,74,1450,<1990,inferior,45.68900413,22.9446307,24900,336.49
2269,Bretea Romana,Hunedoara,,,,150,2900,<1990,standard,45.69623828,22.99168309,38000,253.33
2270,Hunedoara,Hunedoara,Strada,Chizid,,250,300,2018,standard,45.74539377,22.90140415,127000,508
2271,Hunedoara,Hunedoara,,,,400,420,2010,standard,45.7465516,22.90709642,199000,497.5
2272,Hunedoara,Hunedoara,,,,400,1200,2016,standard,45.74661723,22.90707431,160000,400
2273,Pestisu Mic,Hunedoara,,,,90,2200,<1990,inferior,45.7659128,22.87488419,34958,388.42
2274,Pestisu Mic,Hunedoara,,,,120,350,<1990,standard,45.77852607,23.00072825,29000,241.67
2275,Deva,Hunedoara,,,,120,2500,<1990,standard,45.82782738,22.94314384,73800,615
2276,Deva,Hunedoara,,,,90,750,<1990,inferior,45.8287843,22.94400215,38000,422.22
2277,Pestisu Mic,Hunedoara,,,,90,750,<1990,inferior,45.82882752,22.94254578,38000,422.22
2278,Deva,Hunedoara,,,,90,1600,<1990,inferior,45.82998043,22.9446888,44000,488.89
2279,Harau,Hunedoara,,,,90,500,>2000,standard,45.85547224,23.01138346,60000,666.67
2280,Deva,Hunedoara,,,,210,360,1991,inferior,45.8601599,22.91151039,100000,476.19
2281,Deva,Hunedoara,Strada,Mihai Eminescu,,200,164,1995,inferior,45.86448228,22.90814284,97000,485
2282,Deva,Hunedoara,,,,100,1600,<1990,inferior,45.86841331,22.89096117,83000,830
2283,Deva,Hunedoara,Strada,Crisan,,89,387,<1990,inferior,45.87295184,22.90269999,88000,988.76
2284,Deva,Hunedoara,,,,250,200,1995,standard,45.87495755,22.9030136,97000,388
2285,Deva,Hunedoara,,,,253,550,2000,standard,45.87605306,22.89998978,125000,494.07
2286,Deva,Hunedoara,Strada,Soarelui,,444,1451,2010,standard,45.87840821,22.89270286,194450,437.95
2287,Deva,Hunedoara,,,,222,447,1967,inferior,45.88004307,22.89082451,63000,283.78
2288,Deva,Hunedoara,,,,402.5,450,2006,standard,45.88234756,22.89216646,180000,447.2
2289,Deva,Hunedoara,,,,230,1460,<1990,superior,45.88367673,22.89741829,180000,782.61
2290,Deva,Hunedoara,,,,110,800,1950,standard,45.88405797,22.90997599,75000,681.82
2291,Deva,Hunedoara,,,,217,390,<1990,standard,45.88470722,22.89911014,130000,599.08
2292,Deva,Hunedoara,,,,70,800,1960,inferior,45.88653745,22.90409658,70000,1000
2293,Deva,Hunedoara,Strada,Grivitei,14,90,190,<1990,inferior,45.88826365,22.906297,70000,777.78
2294,Harau,Hunedoara,,,,305.9,5000,2017,standard,45.89551534,23.01085237,130000,424.98
2295,Harau,Hunedoara,,,,60,1060,<1990,standard,45.89984967,22.95505278,40000,666.67
2296,Harau,Hunedoara,,,,126.5,465,2013,superior,45.90002886,22.95496695,93000,735.18
2297,Harau,Hunedoara,,,,120.75,7262,<1990,inferior,45.90056643,22.95505278,25000,207.04
2298,Certeju De Sus,Hunedoara,,,,120.75,7262,1930,inferior,45.90096964,22.95459153,25000,207.04
2299,Harau,Hunedoara,,,,60,695,<1990,standard,45.90116373,22.95470946,40000,666.67
2300,Certeju De Sus,Hunedoara,,,,147.2,1600,1986,inferior,45.97271824,22.97192933,40000,271.74
2301,Certeju De Sus,Hunedoara,,,,138,2700,1965,standard,45.97295685,22.97227265,45000,326.09
2302,Luncoiu De Jos,Hunedoara,,,,126.5,15000,<1977,inferior,46.06450672,22.79165263,38000,300.4
2303,Luncoiu De Jos,Hunedoara,,,,105.8,500,<1990,standard,46.12294361,22.86465282,34000,321.36
2304,Luncoiu De Jos,Hunedoara,,,,132.25,2570,<1977,inferior,46.16799957,22.67638073,31000,234.4
2305,Baia De Cris,Hunedoara,,,,39.1,1143,<1990,inferior,46.17186638,22.7120233,11000,281.33
2306,Baia De Cris,Hunedoara,,,,120,400,<1990,inferior,46.17246076,22.71185164,10600,88.33
2307,Baia De Cris,Hunedoara,,,,50,500,<1990,standard,46.17329287,22.71185164,9000,180
2308,Baia De Cris,Hunedoara,,,,189,565,<1990,inferior,46.17329287,22.71185164,14500,76.72
2309,Aninoasa,Hunedoara,,,,87.4,3142,<2000,inferior,,,22000,251.72
2310,Munteni Buzau,Ialomita,,,,230,1500,2015,standard,44.53813055,26.9220114,150000,652.17
2311,Ciulnita,Ialomita,,,,207,1000,2012,standard,44.56393539,26.38059142,88000,425.12
2312,Amara,Ialomita,,,,379.5,914,2008,standard,44.60631137,27.4895418,160000,421.61
2313,Munteni Buzau,Ialomita,,,,96,820,2017,standard,44.60732108,27.49049428,56000,583.33
2314,Amara,Ialomita,,,,195.5,800,2011,standard,44.61608768,27.31702211,95000,485.93
2315,Ciulnita,Ialomita,,,,195.5,800,2011,standard,44.6165675,27.31601988,95000,485.93
2316,Amara,Ialomita,Strada,Vasile Remetea,,247.25,1800,>2000,standard,44.61696022,27.33190882,90000,364
2317,Munteni Buzau,Ialomita,,,,230,5000,>2000,standard,44.62285373,27.00792713,175000,760.87
2318,Dridu,Ialomita,,,,172.5,1000,2003,standard,44.64299451,26.48567675,75000,434.78
2319,Maia,Ialomita,,,,242,1000,>2000,standard,44.66089469,26.29457089,120000,495.87
2320,Maia,Ialomita,,,,126.5,1000,>2000,standard,44.68045138,26.38207379,49900,394.47
2321,Dridu,Ialomita,,,,62.1,500,2014,standard,44.68963204,26.45443438,30000,483.09
2322,Urziceni,Ialomita,,,,326.6,400,2010,standard,44.71489211,26.64933074,200000,612.37
2323,Dridu,Ialomita,,,,289.8,500,2010,inferior,44.71501052,26.51726245,52000,179.43
2324,Urziceni,Ialomita,,,,140,700,1986,standard,44.71592133,26.6421881,67000,478.57
2325,Urziceni,Ialomita,,,,120,860,1965,standard,44.71628727,26.64167311,60000,500
2326,Urziceni,Ialomita,,,,101,820,1966,inferior,44.71635315,26.64236109,40000,396.04
2327,Urziceni,Ialomita,Strada,Garii,,230,500,2015,standard,44.72008892,26.64043159,88000,382.61
2328,Urziceni,Ialomita,Strada,Labirint,,140,507,2012,standard,44.72149941,26.63255153,55000,392.86
2329,Ciulnita,Ialomita,,,,240,2500,2010,standard,44.75736213,26.57764789,80000,333.33
2330,Maia,Ialomita,,,,145,956,2008,standard,44.76505183,26.4352101,70000,482.76
2331,Maia,Ialomita,,,,235,500,>2000,standard,44.84103505,26.26971072,95000,404.26
2332,Schitu Duca,Iasi,,,,149.5,600,2009,inferior,47.04525608,27.71449331,65000,434.78
2333,Schitu Duca,Iasi,,,,115,500,>2000,standard,47.06761921,27.77563323,58000,504.35
2334,Ciurea,Iasi,,,,126.5,450,>2000,standard,47.09617768,27.55183592,97000,766.8
2335,Ciurea,Iasi,,,,120,345,>2000,standard,47.09745877,27.55927931,82000,683.33
2336,Ciurea,Iasi,,,,143,400,2019,standard,47.09759644,27.55901008,75900,530.77
2337,Ciurea,Iasi,,,,80.5,500,2000,standard,47.09780784,27.55920953,55000,683.23
2338,Schitu Duca,Iasi,,,,138,735,2015,standard,47.10399649,27.74422862,65000,471.01
2339,Iasi,Iasi,,,,120,250,2018,superior,47.11261485,27.63790329,93000,775
2340,Ungheni,Iasi,,Petru Olteanu,313,320,600,>2000,inferior,47.1134244,27.72705741,92000,287.5
2341,Iasi,Iasi,,,,160,1000,2007,standard,47.11514348,27.62180622,120000,750
2342,Iasi,Iasi,,Stefan Octavian Iosif,7,230,255,2008,standard,47.12226125,27.63460298,138000,600
2343,Iasi,Iasi,,,,135,280,2018,standard,47.12633918,27.61895963,83000,614.81
2344,Iasi,Iasi,,,,149.5,500,2019,standard,47.13162189,27.63090217,110000,735.79
2345,Iasi,Iasi,Strada,Strugurilor,,138,960,2004,standard,47.14619046,27.56342745,125000,905.8
2346,Iasi,Iasi,,,,270,440,2017,standard,47.15037705,27.56661313,220000,814.81
2347,Iasi,Iasi,,,,200,600,2014,standard,47.15065553,27.56587917,150000,750
2348,Iasi,Iasi,,,,250,1250,2009,standard,47.1506583,27.56572187,255000,1020
2349,Ungheni,Iasi,,,,80.5,500,2009,standard,47.15788566,27.68910885,47000,583.85
2350,Ungheni,Iasi,,,,125,515,2018,inferior,47.15791782,27.6891902,57500,460
2351,Iasi,Iasi,,Ciric,6,373.75,350,2007,standard,47.16391018,27.61164819,299000,800
2352,Iasi,Iasi,,De Nord,10,350,700,2008,superior,47.16847444,27.60433328,275000,785.71
2353,Ungheni,Iasi,,,,129,500,>2000,standard,47.16981713,27.72303054,45000,348.84
2354,Iasi,Iasi,,,,200,700,1945,standard,47.17295434,27.57231338,360000,1800
2355,Iasi,Iasi,,,,293.25,600,2008,superior,47.17308357,27.59629824,300000,1023.02
2356,Iasi,Iasi,Bulevard,Pacurari,,161,420,1940,inferior,47.17325765,27.55296008,140000,869.57
2357,Iasi,Iasi,Stradela,Moara de Vant,,120,415,>2000,standard,47.17328841,27.59886658,100000,833.33
2358,Iasi,Iasi,,,,100.05,287,1975,standard,47.17538867,27.54743645,130000,1299.35
2359,Iasi,Iasi,Strada,Fagului,3,120,435,1960,inferior,47.17909926,27.55795566,95000,791.67
2360,Iasi,Iasi,,,,133,220,2017,superior,47.19367559,27.55580742,119700,900
2361,Iasi,Iasi,,,,125,250,2019,standard,47.19824437,27.52959075,89900,719.2
2362,Iasi,Iasi,,,,150,200,2019,standard,47.1993761,27.53825755,120000,800
2363,Iasi,Iasi,,,,120,250,2017,standard,47.19943028,27.53814891,74000,616.67
2364,Aroneanu,Iasi,,,,150,650,2016,inferior,47.20131848,27.60778434,69000,460
2365,Aroneanu,Iasi,,,,149.5,500,2017,standard,47.20183055,27.6015521,89000,595.32
2366,Aroneanu,Iasi,,,,145,500,2008,superior,47.20575027,27.60083206,98000,675.86
2367,Aroneanu,Iasi,,,,146,400,2018,standard,47.20683806,27.59963741,79000,541.1
2368,Vladeni,Iasi,,,,253,1000,2009,superior,47.29123397,27.51378165,88000,347.83
2369,Vladeni,Iasi,,,,120.75,500,>2000,inferior,47.37891776,27.49904207,39900,330.43
2370,Vladeni,Iasi,,,,115,500,>2000,superior,47.37965079,27.50323802,55000,478.26
2371,Branesti,Ilfov,,,,150,750,1968,inferior,44.31223374,26.18803801,70000,466.67
2372,Cornetu,Ilfov,,,,260,480,2010,standard,44.33224738,25.94987121,159500,613.46
2373,Jilava,Ilfov,,Fagului,4,110.5,157.3,2020,standard,44.33231094,26.08477459,99000,895.93
2374,Jilava,Ilfov,,Odai,121,340,1740,2015,standard,44.3365545,26.06803203,175000,514.71
2375,Jilava,Ilfov,,,,324,642,2007,inferior,44.33673526,26.0736314,115000,354.94
2376,Jilava,Ilfov,,Morii,,397,842,2008,standard,44.33843309,26.07651868,165000,415.62
2377,Chiajna,Ilfov,,,,78,1200,1968,inferior,44.34671975,25.9435585,40000,512.82
2378,Cornetu,Ilfov,,,,172.5,600,2007,standard,44.34696229,25.94661939,96000,556.52
2379,Cornetu,Ilfov,,,,455,1000,2009,superior,44.34711525,25.94390602,295000,648.35
2380,Glina,Ilfov,,Allegria,,190.9,630,>2000,superior,44.36587705,26.14653595,129000,675.75
2381,Cornetu,Ilfov,,,,190,580,2008,standard,44.37136307,25.92694189,128000,673.68
2382,Glina,Ilfov,,,,130,300,2016,standard,44.38372679,26.23701463,63000,484.62
2383,Glina,Ilfov,,,,240,1500,2009,standard,44.3846118,26.24082173,115000,479.17
2384,Glina,Ilfov,,,,120.75,500,2019,inferior,44.38549921,26.24667059,55000,455.49
2385,Branesti,Ilfov,,,,68,260,1977,inferior,44.3884898,26.23439598,42000,617.65
2386,Domnesti,Ilfov,,,,369,3216,1991,standard,44.39393568,25.92161753,220000,596.21
2387,Chiajna,Ilfov,,,,120,2400,1990,inferior,44.39723893,25.91848423,66000,550
2388,Domnesti,Ilfov,,,,130,1700,1950,standard,44.39984266,25.91348255,120000,923.08
2389,Domnesti,Ilfov,,,,220,12500,1990,inferior,44.40202578,25.92107696,210000,954.55
2390,Branesti,Ilfov,,,,99,3800,<1990,inferior,44.40239552,26.31565188,65000,656.57
2391,Domnesti,Ilfov,,,,210,2400,<1990,standard,44.40754742,25.91257722,65000,309.52
2392,Cernica,Ilfov,,,,180,420,2012,inferior,44.41341071,26.29657521,65000,361.11
2393,Branesti,Ilfov,,,,90,1500,1978,inferior,44.41766709,26.28190839,29500,327.78
2394,Cernica,Ilfov,,,,864,1150,2008,superior,44.41997302,26.27702235,545000,630.79
2395,Cernica,Ilfov,,,,122,250,2016,superior,44.42995111,26.2674663,97000,795.08
2396,Cernica,Ilfov,,,,374,1050,2019,standard,44.43343274,26.2643897,250000,668.45
2397,Ciorogarla,Ilfov,,,,122,568,2013,superior,44.43979692,25.87593972,83500,684.43
2398,Ciorogarla,Ilfov,,,,150,500,2019,standard,44.44292612,25.87082409,117000,780
2399,Chiajna,Ilfov,,,,90,1000,1980,standard,44.44298145,25.90165765,49900,554.44
2400,Ciorogarla,Ilfov,,,,341,276,2009,superior,44.44321129,25.87815625,260000,762.46
2401,Ciorogarla,Ilfov,,,,211,300,2008,standard,44.44583979,25.88591091,115000,545.02
2402,Ciorogarla,Ilfov,,Luceafarului,,180,530,2019,standard,44.4462814,25.88937861,89000,494.44
2403,Branesti,Ilfov,,,,83,474,1960,standard,44.45631059,26.33822535,56000,674.7
2404,Chiajna,Ilfov,,,,120,301,1958,inferior,44.4572562,25.97290286,75000,625
2405,Voluntari,Ilfov,Strada,Calarasi,22,192,180,1975,standard,44.48233185,26.16837173,115000,598.96
2406,Voluntari,Ilfov,,,,145,397,1960,inferior,44.48393604,26.18129902,85000,586.21
2407,Voluntari,Ilfov,,,,146,311,<1990,standard,44.48724934,26.16192888,105000,719.18
2408,Voluntari,Ilfov,,,,175,97,2019,standard,44.49116085,26.16437408,160000,914.29
2409,Voluntari,Ilfov,,,,150,250,2019,standard,44.49249851,26.1588578,139000,926.67
2410,Voluntari,Ilfov,,,,109,400,<1990,inferior,44.49459592,26.17509842,80000,733.94
2411,Voluntari,Ilfov,,,,330,424,2009,standard,44.49520168,26.16076103,209000,633.33
2412,Voluntari,Ilfov,Strada,Harghita,18,120,300,<1990,inferior,44.49601437,26.18854351,69000,575
2413,Voluntari,Ilfov,,,,193,164,2018,standard,44.49798209,26.16264924,125000,647.67
2414,Chitila,Ilfov,,Banatului,,274,500,2010,standard,44.50302712,25.99000137,195000,711.68
2415,Chitila,Ilfov,,,,227,1300,2014,inferior,44.50462746,25.98949437,160000,704.85
2416,Mogosoaia,Ilfov,,,,100,570,1982,standard,44.50724263,25.98274991,58000,580
2417,Chitila,Ilfov,,,,165,262,2019,superior,44.51324595,25.9882465,130000,787.88
2418,Chitila,Ilfov,,,,165,160,2018,superior,44.51359532,25.99330366,147000,890.91
2419,Chitila,Ilfov,,Nichita Stanescu,76,111,162,2019,superior,44.51515461,25.97523566,99000,891.89
2420,Mogosoaia,Ilfov,,,,89,440,1967,standard,44.52802974,26.00023016,72000,808.99
2421,Tunari,Ilfov,,,,307.05,2350,1997,superior,44.542947,26.1360884,299999,977.04
2422,Buftea,Ilfov,,,,82.8,567,<2000,superior,44.56047955,25.94813545,65000,785.02
2423,Mogosoaia,Ilfov,,,,45,980,1940,inferior,44.56250753,25.93879065,40000,888.89
2424,Buftea,Ilfov,,,,120,410,<2000,standard,44.57121503,25.9403679,36500,304.17
2425,Buftea,Ilfov,,,,95,204,<2000,inferior,44.5724486,25.94762654,45000,473.68
2426,Dascalu,Ilfov,,,,357,1050,>2000,standard,44.60100053,26.225943,120000,336.13
2427,Dascalu,Ilfov,,,,240,1417,2015,standard,44.60112858,26.22593969,130000,541.67
2428,Balotesti,Ilfov,,,,160,250,2018,standard,44.60445628,26.12795753,104000,650
2429,Dascalu,Ilfov,Strada,Crizantemelor,13,138,1500,>2000,standard,44.60625277,26.21626099,93000,673.91
2430,Dascalu,Ilfov,,,,224,444,>2000,standard,44.60689388,26.22504571,85000,379.46
2431,Balotesti,Ilfov,,,,300,900,2003,superior,44.61556837,26.12250246,225000,750
2432,Balotesti,Ilfov,,Fantanei,,320,100,1995,superior,44.62103817,26.10711564,290000,906.25
2433,Balotesti,Ilfov,,,,300,450,2009,standard,44.62325756,26.10529595,127000,423.33
2434,Balotesti,Ilfov,,,,268,1900,1991,standard,44.62340065,26.08871246,240000,895.52
2435,Balotesti,Ilfov,,,,218.5,432,2019,inferior,44.62562925,26.12087398,99000,453.09
2436,Balotesti,Ilfov,,,,250,1140,2011,superior,44.626527,26.10806248,285000,1140
2437,Balotesti,Ilfov,,,,280,500,2008,superior,44.62662339,26.11083435,199000,710.71
2438,Balotesti,Ilfov,,,,81.65,2426,<1977,standard,44.64624042,26.23407839,62000,759.34
2439,Buftea,Ilfov,,,,90,1800,<2000,inferior,44.68076165,26.00494514,37000,411.11
2440,Gruiu,Ilfov,,,,77,694,1970,inferior,44.70968105,26.17356416,40000,519.48
2441,Gruiu,Ilfov,,,,176,438,1999,standard,44.72297713,26.22695085,79000,448.86
2442,Gruiu,Ilfov,,,,90,2894,1947,inferior,44.72334303,26.22798081,37700,418.89
2443,Targu Lapus,Maramures,,,,90,4000,<1990,standard,47.45304719,23.86212717,47000,522.22
